STUDENT_NUMBER,Academic_Year,Faculty,Programme_Code,Programme_Name,Programme_Duration_Years,Year_Level,Gender,Race,NSFAS_Flag,Residence_Flag,First_Generation_Flag,Entry_APS_Band,Expected_Credits_ToDate,Prior_Credits_Passed,Current_Year_Expected_Credits,Current_Credits_Passed,Total_Credits_Passed,Credit_Completion_Current_Pct,Credit_Completion_ToDate_Pct,Current_Module_Count,Failed_Module_Count,Failed_Gateway_Module_Count,Non_Submitted_Assessment_Count,Failed_Assessment_Count,Student_Overall_CA_Average,Student_Final_Average,Programme_Final_Average,Difference_From_Programme_Avg,Early_At_Risk_Flag,End_At_Risk_Flag,Progression_Risk_Level,Recommended_Action,Equity_Review_Group
4261031,2026,EMS,BCOM_ADMIN,Bachelor of Commerce: Administration,3,2,Female,African,Yes,Yes,Yes,40-44,240,120,120,90,210,0.75,0.875,4,1,0,1,1,60.0,57.6,52.7,4.9,No,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Female | NSFAS Yes | Residence Yes
4261032,2026,EMS,BCOM_ADMIN,Bachelor of Commerce: Administration,3,3,Male,African,Yes,No,No,35-39,360,240,120,30,270,0.25,0.75,4,3,1,4,7,33.0,40.9,52.7,-11.8,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Male | NSFAS Yes | Residence No
4261033,2026,EMS,BCOM_ADMIN,Bachelor of Commerce: Administration,3,1,Male,African,No,Yes,Yes,30-34,120,0,120,120,120,1.0,1.0,4,0,0,1,3,58.8,63.3,52.7,10.6,Yes,No,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Male | NSFAS No | Residence Yes
4261034,2026,EMS,BCOM_ADMIN,Bachelor of Commerce: Administration,3,2,Male,Coloured,Yes,No,No,35-39,240,120,120,90,210,0.75,0.875,4,1,0,0,3,57.0,52.3,52.7,-0.4,No,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Male | NSFAS Yes | Residence No
4261035,2026,EMS,BCOM_ADMIN,Bachelor of Commerce: Administration,3,3,Female,African,Yes,No,Yes,30-34,360,240,120,90,330,0.75,0.9167,4,1,0,2,4,53.0,54.5,52.7,1.8,Yes,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Female | NSFAS Yes | Residence No
4261036,2026,EMS,BCOM_ADMIN,Bachelor of Commerce: Administration,3,2,Female,African,Yes,No,No,35-39,240,120,120,0,120,0.0,0.5,4,4,1,3,9,36.1,39.6,52.7,-13.1,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS Yes | Residence No
4261037,2026,EMS,BCOM_ADMIN,Bachelor of Commerce: Administration,3,2,Male,Other/Not disclosed,No,No,No,35-39,240,120,120,90,210,0.75,0.875,4,1,0,0,7,58.2,55.3,52.7,2.7,No,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Male | NSFAS No | Residence No
4261038,2026,EMS,BCOM_ADMIN,Bachelor of Commerce: Administration,3,3,Female,African,Yes,No,Yes,30-34,360,240,120,30,270,0.25,0.75,4,3,1,2,11,33.3,36.4,52.7,-16.2,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS Yes | Residence No
4261039,2026,EMS,BCOM_ADMIN,Bachelor of Commerce: Administration,3,2,Male,Coloured,Yes,No,Yes,35-39,240,120,120,30,150,0.25,0.625,4,3,0,2,8,37.3,44.8,52.7,-7.9,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Male | NSFAS Yes | Residence No
4261040,2026,EMS,BCOM_ADMIN,Bachelor of Commerce: Administration,3,2,Female,African,Yes,No,No,35-39,240,120,120,30,150,0.25,0.625,4,3,1,1,10,38.0,42.0,52.7,-10.7,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS Yes | Residence No
4261041,2026,EMS,BCOM_ADMIN,Bachelor of Commerce: Administration,3,3,Female,Indian,Yes,No,Yes,45+,360,240,120,120,360,1.0,1.0,4,0,0,0,0,77.6,79.0,52.7,26.3,No,No,On Track,Routine monitoring and positive reinforcement,Female | NSFAS Yes | Residence No
4261042,2026,EMS,BCOM_ADMIN,Bachelor of Commerce: Administration,3,3,Female,African,Yes,No,No,35-39,360,240,120,30,270,0.25,0.75,4,3,0,1,8,46.4,43.3,52.7,-9.4,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS Yes | Residence No
4261043,2026,EMS,BCOM_ADMIN,Bachelor of Commerce: Administration,3,2,Female,Coloured,No,Yes,No,35-39,240,120,120,60,180,0.5,0.75,4,2,1,0,5,56.3,52.1,52.7,-0.5,No,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Female | NSFAS No | Residence Yes
4261044,2026,EMS,BCOM_ADMIN,Bachelor of Commerce: Administration,3,3,Male,Coloured,Yes,No,Yes,35-39,360,180,120,0,180,0.0,0.5,4,4,1,0,14,42.2,40.9,52.7,-11.7,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Male | NSFAS Yes | Residence No
4261045,2026,EMS,BCOM_ADMIN,Bachelor of Commerce: Administration,3,1,Female,Coloured,No,No,No,35-39,120,0,120,90,90,0.75,0.75,4,1,0,1,6,51.6,52.3,52.7,-0.4,Yes,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Female | NSFAS No | Residence No
4261046,2026,EMS,BCOM_ADMIN,Bachelor of Commerce: Administration,3,1,Female,Coloured,No,No,No,35-39,120,0,120,120,120,1.0,1.0,4,0,0,0,0,78.5,75.0,52.7,22.3,No,No,On Track,Routine monitoring and positive reinforcement,Female | NSFAS No | Residence No
4261047,2026,EMS,BCOM_ADMIN,Bachelor of Commerce: Administration,3,3,Female,African,Yes,No,No,30-34,360,240,120,90,330,0.75,0.9167,4,1,1,0,8,47.9,51.0,52.7,-1.7,Yes,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Female | NSFAS Yes | Residence No
4261048,2026,EMS,BCOM_ADMIN,Bachelor of Commerce: Administration,3,1,Male,African,No,No,Yes,30-34,120,0,120,90,90,0.75,0.75,4,1,0,2,5,43.0,51.4,52.7,-1.2,Yes,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Male | NSFAS No | Residence No
4261049,2026,EMS,BCOM_ADMIN,Bachelor of Commerce: Administration,3,1,Female,Coloured,Yes,No,Yes,45+,120,0,120,0,0,0.0,0.0,4,4,1,1,10,36.0,42.4,52.7,-10.3,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS Yes | Residence No
4261050,2026,EMS,BCOM_ADMIN,Bachelor of Commerce: Administration,3,1,Female,Coloured,No,Yes,Yes,35-39,120,0,120,120,120,1.0,1.0,4,0,0,0,1,68.0,66.6,52.7,13.9,No,No,On Track,Routine monitoring and positive reinforcement,Female | NSFAS No | Residence Yes
4261051,2026,EMS,BCOM_ADMIN,Bachelor of Commerce: Administration,3,2,Male,African,Yes,Yes,No,35-39,240,120,120,120,240,1.0,1.0,4,0,0,1,0,55.4,60.5,52.7,7.8,No,No,On Track,Routine monitoring and positive reinforcement,Male | NSFAS Yes | Residence Yes
4261052,2026,EMS,BCOM_ADMIN,Bachelor of Commerce: Administration,3,2,Female,African,No,Yes,Yes,30-34,240,120,120,120,240,1.0,1.0,4,0,0,0,0,83.7,78.4,52.7,25.8,No,No,On Track,Routine monitoring and positive reinforcement,Female | NSFAS No | Residence Yes
4261053,2026,EMS,BCOM_ADMIN,Bachelor of Commerce: Administration,3,1,Male,Coloured,No,No,No,40-44,120,0,120,60,60,0.5,0.5,4,2,1,3,8,41.8,41.2,52.7,-11.4,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Male | NSFAS No | Residence No
4261054,2026,EMS,BCOM_ADMIN,Bachelor of Commerce: Administration,3,1,Female,African,Yes,No,No,35-39,120,0,120,120,120,1.0,1.0,4,0,0,0,2,61.0,67.0,52.7,14.4,No,No,On Track,Routine monitoring and positive reinforcement,Female | NSFAS Yes | Residence No
4261055,2026,EMS,BCOM_ADMIN,Bachelor of Commerce: Administration,3,2,Male,Coloured,Yes,No,No,35-39,240,120,120,60,180,0.5,0.75,4,2,0,2,7,48.6,51.9,52.7,-0.7,Yes,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Male | NSFAS Yes | Residence No
4261056,2026,EMS,BCOM_ADMIN,Bachelor of Commerce: Administration,3,1,Male,Coloured,Yes,Yes,No,35-39,120,0,120,60,60,0.5,0.5,4,2,1,1,8,49.4,50.6,52.7,-2.0,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Male | NSFAS Yes | Residence Yes
4261057,2026,EMS,BCOM_ADMIN,Bachelor of Commerce: Administration,3,3,Female,Coloured,Yes,No,No,30-34,360,240,120,60,300,0.5,0.8333,4,2,1,1,9,40.9,45.9,52.7,-6.8,Yes,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Female | NSFAS Yes | Residence No
4261058,2026,EMS,BCOM_ADMIN,Bachelor of Commerce: Administration,3,2,Male,African,Yes,No,Yes,35-39,240,120,120,0,120,0.0,0.5,4,4,1,2,10,38.1,38.2,52.7,-14.5,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Male | NSFAS Yes | Residence No
4261059,2026,EMS,BCOM_ADMIN,Bachelor of Commerce: Administration,3,3,Female,Coloured,Yes,No,No,30-34,360,240,120,90,330,0.75,0.9167,4,1,1,0,9,56.9,53.4,52.7,0.7,Yes,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Female | NSFAS Yes | Residence No
4261060,2026,EMS,BCOM_ADMIN,Bachelor of Commerce: Administration,3,2,Male,Coloured,Yes,No,Yes,45+,240,120,120,90,210,0.75,0.875,4,1,1,1,4,57.4,62.5,52.7,9.8,Yes,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Male | NSFAS Yes | Residence No
4261061,2026,EMS,BCOM_ADMIN,Bachelor of Commerce: Administration,3,3,Female,Coloured,No,No,Yes,30-34,360,240,120,0,240,0.0,0.6667,4,4,1,1,12,38.9,38.1,52.7,-14.6,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS No | Residence No
4261062,2026,EMS,BCOM_ADMIN,Bachelor of Commerce: Administration,3,3,Male,African,Yes,Yes,No,35-39,360,240,120,0,240,0.0,0.6667,4,4,1,1,10,40.3,39.9,52.7,-12.7,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Male | NSFAS Yes | Residence Yes
4261063,2026,EMS,BCOM_ADMIN,Bachelor of Commerce: Administration,3,3,Female,African,Yes,Yes,No,30-34,360,180,120,60,240,0.5,0.6667,4,2,1,2,3,51.4,49.5,52.7,-3.1,Yes,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Female | NSFAS Yes | Residence Yes
4261064,2026,EMS,BCOM_ADMIN,Bachelor of Commerce: Administration,3,3,Female,African,Yes,No,No,35-39,360,210,120,60,270,0.5,0.75,4,2,0,1,6,47.2,46.2,52.7,-6.4,Yes,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Female | NSFAS Yes | Residence No
4261065,2026,EMS,BCOM_ADMIN,Bachelor of Commerce: Administration,3,2,Male,Indian,Yes,No,No,35-39,240,120,120,120,240,1.0,1.0,4,0,0,2,3,52.5,59.1,52.7,6.5,Yes,No,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Male | NSFAS Yes | Residence No
4261066,2026,EMS,BCOM_ADMIN,Bachelor of Commerce: Administration,3,3,Female,Coloured,Yes,Yes,Yes,35-39,360,240,120,30,270,0.25,0.75,4,3,1,1,8,46.4,49.2,52.7,-3.4,Yes,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Female | NSFAS Yes | Residence Yes
4261067,2026,EMS,BCOM_ADMIN,Bachelor of Commerce: Administration,3,3,Female,Coloured,No,No,Yes,35-39,360,240,120,0,240,0.0,0.6667,4,4,1,1,14,31.5,28.9,52.7,-23.7,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS No | Residence No
4261068,2026,EMS,BCOM_ADMIN,Bachelor of Commerce: Administration,3,3,Male,Other/Not disclosed,Yes,No,Yes,30-34,360,240,120,120,360,1.0,1.0,4,0,0,0,3,64.3,62.3,52.7,9.6,No,No,On Track,Routine monitoring and positive reinforcement,Male | NSFAS Yes | Residence No
4261069,2026,EMS,BCOM_ADMIN,Bachelor of Commerce: Administration,3,1,Male,White,Yes,No,No,35-39,120,0,120,120,120,1.0,1.0,4,0,0,1,0,58.6,65.2,52.7,12.5,No,No,On Track,Routine monitoring and positive reinforcement,Male | NSFAS Yes | Residence No
4261070,2026,EMS,BCOM_ADMIN,Bachelor of Commerce: Administration,3,1,Female,Coloured,Yes,No,Yes,35-39,120,0,120,90,90,0.75,0.75,4,1,0,0,4,53.9,53.2,52.7,0.6,No,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Female | NSFAS Yes | Residence No
4261071,2026,EMS,BCOM_ADMIN,Bachelor of Commerce: Administration,3,3,Female,Coloured,No,No,Yes,35-39,360,240,120,90,330,0.75,0.9167,4,1,0,1,1,54.4,61.6,52.7,9.0,No,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Female | NSFAS No | Residence No
4261072,2026,EMS,BCOM_ADMIN,Bachelor of Commerce: Administration,3,2,Male,Coloured,Yes,Yes,No,40-44,240,120,120,30,150,0.25,0.625,4,3,1,1,8,47.7,49.7,52.7,-3.0,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Male | NSFAS Yes | Residence Yes
4261073,2026,EMS,BCOM_ADMIN,Bachelor of Commerce: Administration,3,1,Female,African,Yes,No,Yes,45+,120,0,120,60,60,0.5,0.5,4,2,1,1,8,46.2,48.3,52.7,-4.4,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS Yes | Residence No
4261074,2026,EMS,BCOM_ADMIN,Bachelor of Commerce: Administration,3,1,Male,Coloured,No,Yes,Yes,35-39,120,0,120,120,120,1.0,1.0,4,0,0,0,0,63.7,65.0,52.7,12.3,No,No,On Track,Routine monitoring and positive reinforcement,Male | NSFAS No | Residence Yes
4261075,2026,EMS,BCOM_ADMIN,Bachelor of Commerce: Administration,3,1,Male,African,Yes,No,Yes,35-39,120,0,120,90,90,0.75,0.75,4,1,0,1,3,59.6,56.6,52.7,3.9,No,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Male | NSFAS Yes | Residence No
4261076,2026,EMS,BCOM_ADMIN,Bachelor of Commerce: Administration,3,1,Female,African,No,Yes,No,30-34,120,0,120,90,90,0.75,0.75,4,1,0,1,3,52.5,56.6,52.7,3.9,Yes,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Female | NSFAS No | Residence Yes
4261077,2026,EMS,BCOM_ADMIN,Bachelor of Commerce: Administration,3,3,Female,Coloured,Yes,Yes,No,35-39,360,240,120,0,240,0.0,0.6667,4,4,1,1,8,42.5,43.5,52.7,-9.1,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS Yes | Residence Yes
4261078,2026,EMS,BCOM_ADMIN,Bachelor of Commerce: Administration,3,3,Female,Coloured,Yes,No,No,35-39,360,240,120,120,360,1.0,1.0,4,0,0,0,3,65.6,62.5,52.7,9.9,No,No,On Track,Routine monitoring and positive reinforcement,Female | NSFAS Yes | Residence No
4261079,2026,EMS,BCOM_ADMIN,Bachelor of Commerce: Administration,3,1,Male,African,Yes,No,Yes,45+,120,0,120,60,60,0.5,0.5,4,2,1,0,8,50.4,50.7,52.7,-2.0,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Male | NSFAS Yes | Residence No
4261080,2026,EMS,BCOM_ADMIN,Bachelor of Commerce: Administration,3,3,Female,African,Yes,No,No,30-34,360,240,120,60,300,0.5,0.8333,4,2,1,3,3,46.6,47.1,52.7,-5.5,Yes,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Female | NSFAS Yes | Residence No
4261081,2026,EMS,BCOM_ADMIN,Bachelor of Commerce: Administration,3,3,Female,Coloured,Yes,No,No,40-44,360,240,120,0,240,0.0,0.6667,4,4,1,2,11,31.6,33.1,52.7,-19.6,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS Yes | Residence No
4261082,2026,EMS,BCOM_ADMIN,Bachelor of Commerce: Administration,3,3,Female,Coloured,No,No,No,40-44,360,240,120,120,360,1.0,1.0,4,0,0,0,4,62.6,61.6,52.7,8.9,Yes,No,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Female | NSFAS No | Residence No
4261083,2026,EMS,BCOM_ADMIN,Bachelor of Commerce: Administration,3,2,Male,African,No,Yes,Yes,40-44,240,120,120,90,210,0.75,0.875,4,1,1,2,0,72.3,68.4,52.7,15.7,Yes,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Male | NSFAS No | Residence Yes
4261084,2026,EMS,BCOM_ADMIN,Bachelor of Commerce: Administration,3,3,Female,White,Yes,No,No,30-34,360,240,120,60,300,0.5,0.8333,4,2,1,1,7,49.3,48.0,52.7,-4.6,Yes,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Female | NSFAS Yes | Residence No
4261085,2026,EMS,BCOM_ADMIN,Bachelor of Commerce: Administration,3,3,Female,Coloured,Yes,No,No,35-39,360,240,120,120,360,1.0,1.0,4,0,0,0,3,58.2,68.8,52.7,16.1,Yes,No,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Female | NSFAS Yes | Residence No
4261086,2026,EMS,BCOM_ADMIN,Bachelor of Commerce: Administration,3,2,Male,African,Yes,No,No,30-34,240,120,120,30,150,0.25,0.625,4,3,1,0,12,40.0,42.0,52.7,-10.6,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Male | NSFAS Yes | Residence No
4261087,2026,EMS,BCOM_ADMIN,Bachelor of Commerce: Administration,3,2,Male,African,No,No,Yes,35-39,240,120,120,120,240,1.0,1.0,4,0,0,1,1,64.8,65.8,52.7,13.2,No,No,On Track,Routine monitoring and positive reinforcement,Male | NSFAS No | Residence No
4261088,2026,EMS,BCOM_ADMIN,Bachelor of Commerce: Administration,3,3,Female,African,No,No,No,30-34,360,240,120,60,300,0.5,0.8333,4,2,1,1,7,47.4,48.7,52.7,-3.9,Yes,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Female | NSFAS No | Residence No
4261089,2026,EMS,BCOM_ADMIN,Bachelor of Commerce: Administration,3,3,Female,African,No,No,Yes,40-44,360,240,120,30,270,0.25,0.75,4,3,1,2,9,37.0,37.5,52.7,-15.1,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS No | Residence No
4261090,2026,EMS,BCOM_ADMIN,Bachelor of Commerce: Administration,3,3,Male,Coloured,Yes,Yes,No,30-34,360,240,120,120,360,1.0,1.0,4,0,0,0,1,72.2,66.9,52.7,14.2,No,No,On Track,Routine monitoring and positive reinforcement,Male | NSFAS Yes | Residence Yes
4261091,2026,EMS,BCOM_ADMIN,Bachelor of Commerce: Administration,3,2,Female,Coloured,Yes,Yes,Yes,45+,240,120,120,120,240,1.0,1.0,4,0,0,0,0,79.1,78.9,52.7,26.2,No,No,On Track,Routine monitoring and positive reinforcement,Female | NSFAS Yes | Residence Yes
4261092,2026,EMS,BCOM_ADMIN,Bachelor of Commerce: Administration,3,2,Female,African,No,No,No,35-39,240,120,120,90,210,0.75,0.875,4,1,0,0,7,48.4,50.7,52.7,-1.9,Yes,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Female | NSFAS No | Residence No
4261093,2026,EMS,BCOM_ADMIN,Bachelor of Commerce: Administration,3,3,Female,African,No,No,Yes,30-34,360,210,120,60,270,0.5,0.75,4,2,1,1,8,41.5,46.2,52.7,-6.4,Yes,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Female | NSFAS No | Residence No
4261094,2026,EMS,BCOM_ADMIN,Bachelor of Commerce: Administration,3,1,Female,Other/Not disclosed,Yes,No,Yes,35-39,120,0,120,90,90,0.75,0.75,4,1,0,1,1,61.0,63.9,52.7,11.3,Yes,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Female | NSFAS Yes | Residence No
4261095,2026,EMS,BCOM_ADMIN,Bachelor of Commerce: Administration,3,2,Male,African,No,Yes,No,35-39,240,120,120,30,150,0.25,0.625,4,3,1,0,11,45.1,48.1,52.7,-4.5,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Male | NSFAS No | Residence Yes
4261096,2026,EMS,BCOM_ADMIN,Bachelor of Commerce: Administration,3,3,Male,Coloured,Yes,No,Yes,40-44,360,240,120,90,330,0.75,0.9167,4,1,0,0,4,57.1,54.0,52.7,1.3,No,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Male | NSFAS Yes | Residence No
4261097,2026,EMS,BCOM_ADMIN,Bachelor of Commerce: Administration,3,2,Female,African,No,Yes,Yes,35-39,240,120,120,60,180,0.5,0.75,4,2,1,1,5,53.0,45.8,52.7,-6.9,Yes,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Female | NSFAS No | Residence Yes
4261098,2026,EMS,BCOM_ADMIN,Bachelor of Commerce: Administration,3,2,Female,Coloured,Yes,No,No,40-44,240,120,120,120,240,1.0,1.0,4,0,0,1,1,60.9,63.5,52.7,10.9,Yes,No,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Female | NSFAS Yes | Residence No
4261099,2026,EMS,BCOM_ADMIN,Bachelor of Commerce: Administration,3,2,Female,Coloured,No,Yes,No,35-39,240,120,120,120,240,1.0,1.0,4,0,0,2,1,57.7,60.3,52.7,7.6,Yes,No,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Female | NSFAS No | Residence Yes
4261100,2026,EMS,BCOM_ADMIN,Bachelor of Commerce: Administration,3,3,Male,African,Yes,No,Yes,30-34,360,240,120,0,240,0.0,0.6667,4,4,1,2,9,37.1,41.0,52.7,-11.6,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Male | NSFAS Yes | Residence No
4261101,2026,EMS,BCOM_ADMIN,Bachelor of Commerce: Administration,3,2,Female,Other/Not disclosed,Yes,Yes,Yes,35-39,240,120,120,120,240,1.0,1.0,4,0,0,0,5,53.1,56.3,52.7,3.6,Yes,No,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Female | NSFAS Yes | Residence Yes
4261102,2026,EMS,BCOM_ADMIN,Bachelor of Commerce: Administration,3,1,Male,African,Yes,No,Yes,35-39,120,0,120,120,120,1.0,1.0,4,0,0,1,0,65.4,74.6,52.7,22.0,No,No,On Track,Routine monitoring and positive reinforcement,Male | NSFAS Yes | Residence No
4261103,2026,EMS,BCOM_ADMIN,Bachelor of Commerce: Administration,3,1,Male,Coloured,No,No,Yes,45+,120,0,120,60,60,0.5,0.5,4,2,1,1,5,53.0,47.2,52.7,-5.5,No,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Male | NSFAS No | Residence No
4261104,2026,EMS,BCOM_ADMIN,Bachelor of Commerce: Administration,3,1,Male,African,Yes,Yes,No,40-44,120,0,120,0,0,0.0,0.0,4,4,1,1,10,37.5,39.5,52.7,-13.1,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Male | NSFAS Yes | Residence Yes
4261105,2026,EMS,BCOM_ADMIN,Bachelor of Commerce: Administration,3,2,Female,Coloured,Yes,Yes,Yes,35-39,240,120,120,120,240,1.0,1.0,4,0,0,0,2,61.6,62.0,52.7,9.3,No,No,On Track,Routine monitoring and positive reinforcement,Female | NSFAS Yes | Residence Yes
4261106,2026,EMS,BCOM_ADMIN,Bachelor of Commerce: Administration,3,3,Male,Indian,No,No,No,40-44,360,240,120,30,270,0.25,0.75,4,3,1,1,12,39.5,39.6,52.7,-13.1,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Male | NSFAS No | Residence No
4261107,2026,EMS,BCOM_ADMIN,Bachelor of Commerce: Administration,3,1,Female,African,Yes,No,Yes,40-44,120,0,120,90,90,0.75,0.75,4,1,1,1,5,55.9,56.3,52.7,3.7,Yes,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Female | NSFAS Yes | Residence No
4261108,2026,EMS,BCOM_ADMIN,Bachelor of Commerce: Administration,3,2,Female,African,Yes,No,No,35-39,240,120,120,0,120,0.0,0.5,4,4,1,2,10,32.5,33.5,52.7,-19.2,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS Yes | Residence No
4261109,2026,EMS,BCOM_ADMIN,Bachelor of Commerce: Administration,3,3,Male,Coloured,Yes,No,Yes,30-34,360,240,120,0,240,0.0,0.6667,4,4,1,3,8,36.6,38.1,52.7,-14.6,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Male | NSFAS Yes | Residence No
4261110,2026,EMS,BCOM_ADMIN,Bachelor of Commerce: Administration,3,3,Female,Coloured,Yes,No,No,30-34,360,240,120,60,300,0.5,0.8333,4,2,1,1,7,56.3,50.1,52.7,-2.6,Yes,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Female | NSFAS Yes | Residence No
4261111,2026,EMS,BCOM_ADMIN,Bachelor of Commerce: Administration,3,1,Female,Coloured,No,No,Yes,30-34,120,0,120,120,120,1.0,1.0,4,0,0,0,1,60.8,60.2,52.7,7.5,No,No,On Track,Routine monitoring and positive reinforcement,Female | NSFAS No | Residence No
4261112,2026,EMS,BCOM_ADMIN,Bachelor of Commerce: Administration,3,1,Female,African,Yes,No,Yes,30-34,120,0,120,0,0,0.0,0.0,4,4,1,2,10,38.1,37.7,52.7,-15.0,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS Yes | Residence No
4261113,2026,EMS,BCOM_ADMIN,Bachelor of Commerce: Administration,3,3,Female,African,Yes,No,Yes,30-34,360,240,120,30,270,0.25,0.75,4,3,1,1,11,42.3,41.4,52.7,-11.2,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS Yes | Residence No
4261114,2026,EMS,BCOM_ADMIN,Bachelor of Commerce: Administration,3,2,Female,Coloured,No,No,Yes,35-39,240,120,120,0,120,0.0,0.5,4,4,1,2,9,36.4,38.4,52.7,-14.3,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS No | Residence No
